lat,lng,population,Location
47.8361,-122.1877,20514,"Mill Creek East, WA"
47.4441,-122.0973,3442,"Maple Heights-Lake Desire, WA"
47.1734,-122.412,8792,"Midland, WA"
47.8014,-122.4989,1875,"Kingston, WA"
47.7937,-122.3469,3902,"Esperance, WA"
46.3608,-123.589,425,"Grays River, WA"
47.8708,-121.8044,8803,"Sultan, WA"
46.8199,-122.2962,118,"La Grande, WA"
47.1254,-118.3808,1637,"Ritzville, WA"
48.2919,-119.6954,592,"Malott, WA"
47.612,-119.2892,567,"Coulee City, WA"
46.6838,-123.738,4136,"Raymond, WA"
47.2828,-122.5769,6291,"Wollochet, WA"
47.2347,-119.8522,7756,"Quincy, WA"
46.0517,-118.3024,1877,"Walla Walla East, WA"
48.5282,-121.9834,309,"Hamilton, WA"
47.7569,-122.1477,11997,"Woodinville, WA"
46.6211,-123.9533,215,"Bay Center, WA"
48.122,-122.7872,8804,"Port Townsend, WA"
48.5047,-119.5102,273,"Riverside, WA"
47.7903,-122.3851,1378,"Woodway, WA"
47.2502,-124.1903,79,"Qui-nai-elt Village, WA"
45.6944,-121.8932,1555,"Stevenson, WA"
46.4961,-124.0443,1782,"Ocean Park, WA"
48.1142,-123.4565,23865,"Port Angeles, WA"
47.1789,-122.1698,20675,"Bonney Lake, WA"
48.942,-119.4304,1674,"Oroville, WA"
46.0633,-118.3876,1531,"Garrett, WA"
47.703,-117.0854,6385,"Otis Orchards-East Farms, WA"
48.1649,-122.3442,2495,"Warm Beach, WA"
48.2622,-118.359,100,"Twin Lakes, WA"
48.3357,-122.3444,11,"Conway, WA"
46.0418,-118.3879,9258,"College Place, WA"
47.8968,-122.1817,21951,"Eastmont, WA"
48.9135,-122.1048,76,"Maple Falls, WA"
47.3119,-119.5344,7275,"Ephrata, WA"
46.4299,-120.3176,1345,"Buena, WA"
46.989,-122.9173,22973,"Tumwater, WA"
46.6873,-119.9311,2872,"Desert Aire, WA"
47.2986,-122.1335,3263,"Lake Holm, WA"
47.9094,-122.3035,21469,"Mukilteo, WA"
48.3618,-120.1169,956,"Twisp, WA"
45.6911,-122.6911,7550,"Lake Shore, WA"
47.6993,-122.6232,457,"Keyport, WA"
48.0029,-122.096,32785,"Lake Stevens, WA"
46.5182,-118.1245,131,"Starbuck, WA"
46.4071,-120.5422,636,"Harrah, WA"
47.8978,-122.5579,3809,"Hansville, WA"
48.0842,-123.1697,762,"Carlsborg, WA"
46.9398,-122.6261,16504,"Yelm, WA"
38.4603,-75.0542,429,"Fenwick Island, DE"
38.4651,-75.5552,1782,"Delmar, DE"
39.8056,-75.4862,238,"Ardencroft, DE"
38.8699,-75.579,115,"Farmington, DE"
39.0127,-75.5764,1398,"Felton, DE"
39.1683,-75.7125,74,"Hartly, DE"
39.7485,-75.6953,8740,"Pike Creek, DE"
38.5353,-75.1287,622,"Millville, DE"
39.1162,-75.5216,3775,"Highland Acres, DE"
39.0999,-75.5048,3817,"Rising Sun-Lebanon, DE"
39.1661,-75.4481,231,"Little Creek, DE"
39.0714,-75.476,280,"Magnolia, DE"
39.7783,-75.6049,2305,"Greenville, DE"
39.7385,-75.5946,6045,"Elsmere, DE"
38.9244,-75.5707,4553,"Harrington, DE"
38.6539,-75.6117,7750,"Seaford, DE"
39.1179,-75.4839,3200,"Dover Base Housing, DE"
38.5466,-75.2467,886,"Dagsboro, DE"
38.9091,-75.4224,20864,"Milford, DE"
38.7247,-75.6027,3798,"Bridgeville, DE"
39.7669,-75.4982,1171,"Bellefonte, DE"
39.2922,-75.6076,11584,"Smyrna, DE"
39.6858,-75.5849,7608,"Wilmington Manor, DE"
39.6685,-75.5692,5348,"New Castle, DE"
39.0602,-75.4021,366,"Bowers, DE"
38.5706,-75.6194,193,"Bethel, DE"
38.4627,-75.2083,2450,"Selbyville, DE"
38.9174,-75.5039,401,"Houston, DE"
39.0676,-75.5376,2569,"Woodside East, DE"
39.0429,-75.5714,164,"Viola, DE"
38.6958,-75.0749,381,"Dewey Beach, DE"
39.7136,-75.6052,1040,"Newport, DE"
38.5391,-75.066,1202,"Bethany Beach, DE"
39.7551,-75.507,6178,"Edgemoor, DE"
39.3968,-75.6945,2470,"Townsend, DE"
38.6899,-75.3872,10255,"Georgetown, DE"
39.2272,-75.6646,263,"Kenton, DE"
38.8069,-75.5907,1097,"Greenwood, DE"
39.755,-75.7331,7390,"North Star, DE"
38.9143,-75.3085,234,"Slaughter Beach, DE"
39.4453,-75.7166,34132,"Middletown, DE"
38.6353,-75.6024,1417,"Blades, DE"
39.008,-75.4667,824,"Frederica, DE"
38.7168,-75.0843,1496,"Rehoboth Beach, DE"
38.7751,-75.3104,2890,"Milton, DE"
39.0712,-75.5667,187,"Woodside, DE"
39.6188,-75.6804,20401,"Bear, DE"
39.7415,-75.5413,71106,"Wilmington, DE"
39.7296,-75.6993,10823,"Pike Creek Valley, DE"
39.1284,-75.5395,1231,"Rodney Village, DE"
38.7257,-75.0849,138,"Henlopen Acres, DE"
38.5215,-75.2342,958,"Frankford, DE"
38.5865,-75.3019,10578,"Millsboro, DE"
39.6015,-75.7474,15280,"Glasgow, DE"
39.2846,-75.6364,3249,"Clayton, DE"
39.2189,-75.5883,1582,"Cheswold, DE"
39.4562,-75.6605,366,"Odessa, DE"
39.1325,-75.516,2369,"Kent Acres, DE"
39.5576,-75.6533,1033,"St. Georges, DE"
39.8081,-75.4807,269,"Ardentown, DE"
39.8113,-75.4886,448,"Arden, DE"
38.8103,-75.425,431,"Ellendale, DE"
38.7781,-75.1454,27087,"Lewes, DE"
38.5696,-75.5688,4320,"Laurel, DE"
39.6666,-75.7153,13554,"Brookside, DE"
39.1147,-75.5631,1503,"Wyoming, DE"
39.8032,-75.4606,8707,"Claymont, DE"
39.6776,-75.7573,33858,"Newark, DE"
38.62,-75.1511,2716,"Long Neck, DE"
39.0992,-75.557,3493,"Camden, DE"
39.243,-75.5155,197,"Leipsic, DE"
39.5743,-75.5939,1828,"Delaware City, DE"
38.5357,-75.0991,13809,"Ocean View, DE"
38.5161,-75.0591,510,"South Bethany, DE"
39.7837,-75.6815,13672,"Hockessin, DE"
39.0293,-75.5202,2728,"Riverview, DE"
39.161,-75.5203,115352,"Dover, DE"
38.9047,-77.0163,5289420,"Washington, DC"
45.8445,-91.5502,181,"Stone Lake, WI"
44.4214,-92.0044,351,"Nelson, WI"
42.9793,-90.6491,2482,"Fennimore, WI"
43.1229,-88.3838,593,"Chenequa, WI"
43.0165,-88.6999,187,"Helenville, WI"
42.8088,-88.215,5355,"Tichigan, WI"
43.5271,-88.5615,156,"Kekoskee, WI"
43.6531,-90.2239,792,"Wonewoc, WI"
43.8377,-88.3465,1430,"St. Peter, WI"
44.2981,-90.8419,5490,"Black River Falls, WI"
44.4449,-88.5768,920,"Shiocton, WI"
45.8047,-89.1708,446,"Three Lakes, WI"
43.6766,-87.9478,503,"Waldo, WI"
42.9357,-88.4038,2222,"North Prairie, WI"
45.0046,-89.0411,418,"Mattoon, WI"
44.2607,-89.4087,432,"Almond, WI"
45.1988,-91.5666,571,"New Auburn, WI"
43.3442,-88.6033,1083,"Hustisford, WI"
44.2895,-88.3199,11403,"Little Chute, WI"
44.9319,-89.2094,788,"Birnamwood, WI"
43.3154,-89.5367,3021,"Lodi, WI"
44.3705,-91.3476,1583,"Whitehall, WI"
43.4814,-89.7719,1428,"West Baraboo, WI"
43.5945,-88.4421,2374,"Lomira, WI"
43.6145,-88.4952,574,"Brownsville, WI"
45.103,-91.4913,3309,"Bloomer, WI"
45.4394,-88.6581,371,"Wabeno, WI"
42.8372,-88.734,14374,"Whitewater, WI"
44.1525,-87.9517,1156,"Reedsville, WI"
44.4475,-89.2832,1039,"Amherst, WI"
43.054,-89.3334,8104,"Monona, WI"
44.8608,-92.6244,15873,"River Falls, WI"
42.6281,-88.6324,12003,"Delavan, WI"
42.937,-88.0018,14159,"Greendale, WI"
45.7976,-91.3005,85,"Couderay, WI"
43.9704,-88.9505,4769,"Berlin, WI"
45.7813,-92.6836,1293,"Grantsburg, WI"
43.5065,-88.7085,242,"Burnett, WI"
45.3006,-88.5146,344,"Lakewood, WI"
44.9615,-89.6457,73933,"Wausau, WI"
42.9001,-90.4337,643,"Livingston, WI"
43.6559,-90.3365,1402,"Hillsboro, WI"
45.6669,-91.2425,192,"Exeland, WI"
44.1452,-87.8281,740,"Whitelaw, WI"
42.7848,-88.3973,4355,"East Troy, WI"
44.8918,-87.8692,4196,"Oconto, WI"
42.6711,-88.5377,12322,"Elkhorn, WI"
43.0938,-88.4037,1367,"Nashotah, WI"
42.8419,-90.3961,288,"Rewey, WI"
43.3516,-91.0935,175,"Ferryville, WI"
44.5605,-90.5905,2416,"Neillsville, WI"
43.1827,-89.2357,32894,"Sun Prairie, WI"
43.8132,-90.5268,500,"Wilton, WI"
44.5763,-91.4705,665,"Eleva, WI"
44.8893,-91.9084,18025,"Menomonie, WI"
43.0042,-88.3739,2577,"Wales, WI"
44.0991,-87.6811,44932,"Manitowoc, WI"
43.2182,-88.5159,1030,"Ashippun, WI"
43.8781,-90.1625,2507,"New Lisbon, WI"
46.5986,-90.6618,466,"New Odanah, WI"
43.2721,-89.7307,3468,"Sauk City, WI"
44.8476,-88.3592,117,"Pulcifer, WI"
42.9726,-88.1291,39740,"New Berlin, WI"
44.6057,-89.8549,267,"Milladore, WI"
46.4354,-91.06,91,"Mason, WI"
43.0975,-88.4521,595,"Oconomowoc Lake, WI"
44.3328,-91.4172,1308,"Independence, WI"
44.2775,-87.8025,336,"Maribel, WI"
42.8803,-87.9009,36354,"Oak Creek, WI"
43.8862,-88.5012,190,"Van Dyne, WI"
46.4104,-90.2695,128,"Pence, WI"
43.3847,-87.9439,4419,"Saukville, WI"
43.3116,-88.7231,404,"Clyman, WI"
44.1788,-89.2442,703,"Wild Rose, WI"
43.5346,-89.997,9476,"Reedsburg, WI"
42.9406,-90.9725,197,"Patch Grove, WI"
42.5707,-88.1044,2978,"Paddock Lake, WI"
43.9491,-88.0942,3115,"New Holstein, WI"
44.8921,-91.42,6716,"Lake Hallie, WI"
44.6425,-90.1048,795,"Hewitt, WI"
43.1487,-88.1227,37443,"Menomonee Falls, WI"
43.1622,-91.0254,407,"Eastman, WI"
44.7426,-88.8224,180,"Pella, WI"
43.8527,-89.1305,1170,"Princeton, WI"
43.8024,-90.7815,107,"Melvina, WI"
45.0556,-87.7476,3314,"Peshtigo, WI"
45.811,-89.5873,236,"Lake Tomahawk, WI"
45.8431,-88.6673,54,"Long Lake, WI"
43.1132,-89.3719,1331,"Maple Bluff, WI"
44.2303,-87.6422,1388,"Mishicot, WI"
43.3982,-88.532,899,"Iron Ridge, WI"
43.0812,-88.7702,2976,"Johnson Creek, WI"
43.4053,-88.7041,2605,"Juneau, WI"
43.7364,-87.7795,2081,"Kohler, WI"
44.7984,-88.6917,63,"Thornton, WI"
44.5142,-88.3271,3508,"Seymour, WI"
43.7352,-88.7822,854,"Brandon, WI"
43.9197,-90.2697,624,"Camp Douglas, WI"
44.8866,-89.3371,595,"Hatley, WI"
43.0045,-88.9829,1642,"Lake Ripley, WI"
45.459,-91.2734,715,"Bruce, WI"
44.9691,-92.4381,1891,"Hammond, WI"
44.566,-92.3083,116,"Maiden Rock, WI"
42.7814,-87.7721,1707,"Wind Point, WI"
46.0978,-91.8263,506,"Minong, WI"
45.7159,-92.3965,129,"Lewis, WI"
44.0253,-89.8861,112,"Arkdale, WI"
44.0667,-89.2916,2483,"Wautoma, WI"
43.1344,-89.747,1403,"Black Earth, WI"
44.4607,-87.5133,2547,"Kewaunee, WI"
45.5353,-92.0269,2119,"Cumberland, WI"
42.7644,-87.7812,238,"North Bay, WI"
44.8155,-88.9125,92,"Tilleda, WI"
46.4031,-90.3193,200,"Iron Belt, WI"
43.0492,-89.0762,2529,"Deerfield, WI"
43.2302,-89.3437,10340,"DeForest, WI"
44.1201,-91.6969,861,"Fountain City, WI"
44.3093,-89.5071,492,"Bancroft, WI"
44.8761,-89.6173,5325,"Rothschild, WI"
44.136,-88.9963,328,"Poy Sippi, WI"
44.395,-88.7394,7448,"New London, WI"
44.6338,-92.1918,604,"Plum City, WI"
42.8474,-90.7065,3562,"Lancaster, WI"
42.9717,-89.0318,216,"Rockdale, WI"
43.4276,-89.1457,292,"Doylestown, WI"
44.0279,-90.3861,143,"Wyeville, WI"
42.715,-90.989,904,"Cassville, WI"
43.0615,-88.0347,48277,"Wauwatosa, WI"
46.606,-90.7101,60,"Diaperville, WI"
44.5558,-87.6198,584,"Casco, WI"
43.5164,-88.454,1213,"Theresa, WI"
45.4497,-92.5579,914,"Centuria, WI"
42.7986,-87.8762,25002,"Caledonia, WI"
45.4859,-88.9823,552,"Mole Lake, WI"
44.9229,-89.9626,1455,"Edgar, WI"
44.3135,-89.9073,2429,"Nekoosa, WI"
43.0118,-88.5903,672,"Sullivan, WI"
44.317,-88.0972,946,"Greenleaf, WI"
45.4804,-90.9971,103,"Tony, WI"
44.593,-89.7679,431,"Junction City, WI"
42.6241,-88.2879,2094,"Bohners Lake, WI"
43.9075,-90.9165,647,"Rockland, WI"
43.1436,-90.6953,3148,"Boscobel, WI"
44.6296,-90.3583,255,"Chili, WI"
45.5301,-90.5868,122,"Kennan, WI"
44.4614,-89.5382,12772,"Plover, WI"
44.4164,-90.7409,177,"Hatfield, WI"
43.2916,-90.8256,112,"Bell Center, WI"
45.1415,-89.1556,7708,"Antigo, WI"
42.9823,-88.6389,782,"Rome, WI"
44.7544,-90.2983,1910,"Spencer, WI"
43.5932,-89.7841,5624,"Lake Delton, WI"
44.3831,-91.0149,422,"Hixton, WI"
44.9502,-91.1532,1428,"Cadott, WI"
43.6465,-87.9151,959,"Hingham, WI"
45.1632,-91.1497,1419,"Cornell, WI"
46.7756,-91.3807,172,"Port Wing, WI"
43.962,-90.3789,292,"Oakdale, WI"
43.134,-88.2231,10819,"Sussex, WI"
44.0839,-91.358,1577,"Galesville, WI"
43.9545,-89.9341,646,"Dellwood, WI"
44.9347,-88.7334,245,"Middle Village, WI"
44.2281,-91.8391,420,"Cochrane, WI"
42.886,-88.1291,24996,"Muskego, WI"
44.7655,-90.5988,1005,"Greenwood, WI"
43.1132,-87.9003,13950,"Whitefish Bay, WI"
44.803,-91.4387,7680,"Altoona, WI"
44.4805,-89.9676,558,"Vesper, WI"
45.4863,-91.7447,9393,"Rice Lake, WI"
43.3354,-89.03,6675,"Columbus, WI"
43.5976,-88.2813,1970,"Campbellsport, WI"
45.8965,-91.193,258,"New Post, WI"
44.1287,-90.5157,349,"Warrens, WI"
43.1726,-89.0614,3944,"Marshall, WI"
43.4204,-88.3443,982,"Allenton, WI"
42.6168,-89.3756,3463,"Brodhead, WI"
44.8744,-91.6863,875,"Elk Mound, WI"
46.1579,-90.9056,21,"Clam Lake, WI"
43.2343,-88.1217,19982,"Germantown, WI"
42.8933,-90.9265,707,"Bloomington, WI"
45.2337,-88.0066,945,"Crivitz, WI"
44.8269,-89.1664,1017,"Wittenberg, WI"
46.0088,-92.3777,149,"Danbury, WI"
46.3436,-91.25,119,"Drummond, WI"
44.4738,-91.6785,131,"Gilmanton, WI"
43.1731,-89.7954,3032,"Mazomanie, WI"
43.3922,-89.4058,2494,"Poynette, WI"
44.6036,-90.9577,589,"Fairchild, WI"
43.0479,-88.0867,6170,"Elm Grove, WI"
45.5597,-88.6697,415,"Laona, WI"
43.7451,-87.9656,8900,"Plymouth, WI"
43.3847,-87.8852,11762,"Port Washington, WI"
44.7585,-88.2611,381,"Krakow, WI"
43.8261,-87.8232,3265,"Howards Grove, WI"
43.1776,-90.0688,1638,"Spring Green, WI"
42.9697,-90.8596,221,"Mount Hope, WI"
44.0391,-88.7378,3420,"Omro, WI"
44.2778,-88.2645,16086,"Kaukauna, WI"
43.0925,-90.7977,130,"Woodman, WI"
44.4593,-87.9554,15687,"Bellevue, WI"
43.3641,-89.773,531,"Bluffview, WI"
44.8909,-88.544,1269,"Legend Lake, WI"
43.5416,-89.1108,753,"Cambria, WI"
42.9253,-88.8441,21299,"Fort Atkinson, WI"
44.5872,-92.4574,496,"Bay City, WI"
43.1717,-87.9353,1590,"River Hills, WI"
44.7366,-90.4959,1238,"Loyal, WI"
42.9859,-89.4255,29485,"Fitchburg, WI"
43.8342,-90.6269,631,"Norwalk, WI"
44.9359,-91.3902,14035,"Chippewa Falls, WI"
42.6749,-88.2724,24687,"Burlington, WI"
44.2774,-88.3894,222222,"Appleton, WI"
42.8386,-89.0698,7363,"Edgerton, WI"
44.4608,-89.146,354,"Scandinavia, WI"
42.6995,-87.9019,6967,"Sturtevant, WI"
44.7189,-89.6803,140,"Knowlton, WI"
43.742,-90.2705,1365,"Elroy, WI"
44.63,-89.3052,488,"Rosholt, WI"
44.0293,-88.1625,3480,"Chilton, WI"
43.0117,-89.8968,1239,"Barneveld, WI"
44.2486,-91.4921,3120,"Arcadia, WI"
43.7024,-91.0112,784,"Coon Valley, WI"
42.8854,-88.0104,36143,"Franklin, WI"
43.1844,-90.5718,419,"Blue River, WI"
46.4312,-90.2382,760,"Montreal, WI"
43.4184,-88.1823,69577,"West Bend, WI"
42.6917,-87.8223,509,"Elmwood Park, WI"
45.0349,-90.0792,1088,"Athens, WI"
45.1229,-92.5339,8859,"New Richmond, WI"
45.0659,-87.133,209,"Baileys Harbor, WI"
43.3741,-89.6272,443,"Merrimac, WI"
42.9252,-89.3887,12448,"Oregon, WI"
45.0498,-92.1243,261,"Downing, WI"
45.5371,-90.5335,102,"Catawba, WI"
44.8627,-88.9814,289,"Bowler, WI"
44.3928,-89.8265,28277,"Wisconsin Rapids, WI"
44.1698,-88.896,122,"Tustin, WI"
42.6036,-90.4318,2043,"Cuba City, WI"
45.8798,-92.3628,622,"Webster, WI"
43.1857,-90.2012,851,"Lone Rock, WI"
44.439,-90.1301,838,"Pittsville, WI"
43.0788,-89.447,2024,"Shorewood Hills, WI"
43.1581,-87.9013,6670,"Fox Point, WI"
45.8221,-91.013,300,"Winter, WI"
42.5825,-88.4282,15078,"Lake Geneva, WI"
45.0695,-88.0348,696,"Coleman, WI"
42.6407,-88.4135,202,"Springfield, WI"
46.4219,-90.8081,127,"Marengo, WI"
45.7826,-92.3823,776,"Siren, WI"
45.6582,-88.8777,185,"Argonne, WI"
43.7653,-89.4599,168,"Packwaukee, WI"
42.966,-90.1297,4811,"Dodgeville, WI"
44.9379,-89.8436,1507,"Marathon City, WI"
43.7855,-91.0436,516,"St. Joseph, WI"
43.6598,-88.0075,699,"Cascade, WI"
45.3934,-92.1451,1011,"Turtle Lake, WI"
44.7969,-88.2682,87,"Green Valley, WI"
42.523,-89.0184,63498,"Beloit, WI"
44.5313,-88.7275,443,"Bear Creek, WI"
42.8313,-91.0633,86,"Glen Haven, WI"
42.912,-87.8627,20988,"South Milwaukee, WI"
44.6012,-92.5336,283,"Hager City, WI"
46.4941,-90.41,76,"Saxon, WI"
44.515,-87.9896,208625,"Green Bay, WI"
42.5788,-89.7894,273,"Browntown, WI"
45.4015,-91.8476,3190,"Barron, WI"
43.292,-89.7352,8523,"Prairie du Sac, WI"
44.6352,-88.0664,12816,"Suamico, WI"
44.1333,-89.5209,406,"Hancock, WI"
44.1695,-91.265,517,"Ettrick, WI"
45.2025,-91.8965,275,"Ridgeland, WI"
44.4852,-92.2633,64,"Stockholm, WI"
44.324,-88.9332,1817,"Weyauwega, WI"
43.1146,-89.6475,4241,"Cross Plains, WI"
43.3244,-88.1668,7107,"Jackson, WI"
45.6363,-91.9942,137,"Barronett, WI"
43.1248,-88.4408,4399,"Okauchee Lake, WI"
42.9661,-90.3296,451,"Cobb, WI"
42.879,-88.4696,2076,"Eagle, WI"
42.7014,-88.1291,1149,"Eagle Lake, WI"
46.5209,-90.5555,327,"Birch Hill, WI"
45.4746,-89.7228,2737,"Tomahawk, WI"
43.8436,-88.8386,8008,"Ripon, WI"
46.2409,-91.7995,213,"Gordon, WI"
45.1818,-89.7004,9750,"Merrill, WI"
44.1202,-88.0991,242,"Potter, WI"
43.1428,-88.5302,292,"Lac La Belle, WI"
43.0908,-89.2026,6939,"Cottage Grove, WI"
44.4796,-88.0889,17271,"Ashwaubenon, WI"
45.4585,-92.4528,981,"Balsam Lake, WI"
44.9521,-90.435,212,"Curtiss, WI"
42.5466,-90.6168,405,"Sandy Hook, WI"
43.7982,-88.0465,459,"Glenbeulah, WI"
43.8122,-88.3914,908,"Taycheedah, WI"
43.322,-88.3782,15064,"Hartford, WI"
43.8245,-88.1687,463,"St. Cloud, WI"
42.7751,-88.943,5581,"Milton, WI"
43.8989,-91.0882,5026,"West Salem, WI"
44.7409,-89.0459,709,"Tigerton, WI"
46.6769,-90.9017,2048,"Washburn, WI"
43.6214,-87.9482,511,"Adell, WI"
45.378,-87.9552,561,"Wausaukee, WI"
45.6958,-90.4018,1361,"Phillips, WI"
45.6231,-88.3518,237,"Goodman, WI"
43.0044,-88.8084,8015,"Jefferson, WI"
44.85,-92.2443,1372,"Spring Valley, WI"
45.1617,-88.7704,347,"White Lake, WI"
42.9884,-89.5381,13107,"Verona, WI"
43.5618,-88.913,1460,"Fox Lake, WI"
44.0696,-87.8859,925,"Valders, WI"
43.0851,-90.8995,728,"Wauzeka, WI"
46.4462,-90.1983,1441,"Hurley, WI"
43.0827,-89.3923,439553,"Madison, WI"
43.0068,-88.0296,59934,"West Allis, WI"
45.0503,-89.6823,2348,"Maine, WI"
43.8773,-90.2658,189,"Hustler, WI"
45.3045,-92.3635,2754,"Amery, WI"
44.722,-88.8948,228,"Caroline, WI"
43.3062,-88.8445,679,"Reeseville, WI"
46.567,-91.407,764,"Iron River, WI"
42.9015,-91.0974,374,"Bagley, WI"
42.5801,-90.0235,233,"Gratiot, WI"
45.3194,-92.6935,3508,"Osceola, WI"
44.9877,-88.8227,908,"Neopit, WI"
42.813,-89.6337,2152,"New Glarus, WI"
44.9597,-90.9424,3499,"Stanley, WI"
45.0772,-90.3143,520,"Stetsonville, WI"
43.7938,-89.3336,1445,"Montello, WI"
45.5408,-90.2898,612,"Prentice, WI"
44.5712,-91.6667,2632,"Mondovi, WI"
46.8421,-91.2419,87,"Herbster, WI"
45.326,-92.171,550,"Clayton, WI"
42.6114,-88.4914,2479,"Como, WI"
43.1743,-87.975,11964,"Brown Deer, WI"
45.8946,-89.6913,605,"Woodruff, WI"
43.3299,-90.5277,150,"Boaz, WI"
43.7464,-89.1384,152,"Marquette, WI"
43.7163,-89.4695,461,"Endeavor, WI"
43.7995,-90.0775,4371,"Mauston, WI"
46.6493,-92.1883,410,"Oliver, WI"
44.5703,-88.0921,19634,"Howard, WI"
44.3484,-89.854,1778,"Port Edwards, WI"
44.2236,-88.4787,10980,"Fox Crossing, WI"
45.3608,-90.2934,145,"Westboro, WI"
43.322,-90.8489,518,"Gays Mills, WI"
44.7226,-88.0659,366,"Sobieski, WI"
45.8271,-91.886,2588,"Spooner, WI"
44.7843,-89.248,179,"Elderon, WI"
42.9023,-88.2122,1378,"Big Bend, WI"
43.1522,-88.1604,1200,"Lannon, WI"
45.497,-90.8935,87,"Glen Flora, WI"
44.0073,-88.8426,560,"Eureka, WI"
46.5828,-91.7836,602,"Poplar, WI"
44.8228,-87.3661,8405,"Sturgeon Bay, WI"
44.9882,-91.8437,2638,"Tainter Lake, WI"
44.9433,-90.3163,3888,"Abbotsford, WI"
44.1935,-88.2941,9941,"Harrison, WI"
42.6007,-88.7129,1594,"Darien, WI"
46.1346,-90.5721,380,"Glidden, WI"
45.3119,-90.9567,218,"Sheldon, WI"
44.267,-88.3377,6790,"Kimberly, WI"
43.7778,-88.0902,135,"Greenbush, WI"
44.5091,-89.1248,1243,"Iola, WI"
43.5364,-90.4267,69,"Yuba, WI"
43.8107,-88.4861,5070,"North Fond du Lac, WI"
44.4721,-88.0261,13886,"Allouez, WI"
45.6471,-88.1754,74,"Dunbar, WI"
44.6266,-90.0144,671,"Auburndale, WI"
43.3921,-90.7735,550,"Soldiers Grove, WI"
43.5782,-90.6381,763,"La Farge, WI"
43.0196,-89.2868,8449,"McFarland, WI"
44.3024,-91.7051,77,"Waumandee, WI"
42.6875,-90.7107,670,"Potosi, WI"
43.3856,-89.0456,1704,"Fall River, WI"
43.0071,-89.0214,2685,"Cambridge, WI"
44.8478,-88.7856,566,"Gresham, WI"
45.0178,-88.8945,94,"Zoar, WI"
44.3263,-88.1758,3040,"Wrightstown, WI"
44.1564,-87.5824,11153,"Two Rivers, WI"
45.1269,-92.6756,2743,"Somerset, WI"
42.5987,-88.6177,2467,"Delavan Lake, WI"
44.6221,-88.7513,4285,"Clintonville, WI"
43.6622,-91.2181,822,"Stoddard, WI"
42.5702,-90.3835,947,"Benton, WI"
43.6336,-89.7752,2978,"Wisconsin Dells, WI"
45.636,-89.4256,8738,"Rhinelander, WI"
44.0513,-89.1058,2138,"Redgranite, WI"
44.3217,-91.1206,470,"Taylor, WI"
43.2797,-90.2922,371,"Sextonville, WI"
43.479,-89.9177,363,"Rock Springs, WI"
44.675,-88.3215,99,"Angelica, WI"
46.5522,-90.5989,173,"Franks Field, WI"
44.0386,-89.531,446,"Coloma, WI"
43.7718,-88.4397,54629,"Fond du Lac, WI"
43.0088,-88.476,2314,"Dousman, WI"
44.958,-90.8023,1623,"Thorp, WI"
45.4057,-91.7423,1784,"Cameron, WI"
45.3196,-90.2031,879,"Rib Lake, WI"
43.3403,-90.384,4841,"Richland Center, WI"
42.6411,-87.8919,8289,"Somers, WI"
44.5795,-91.212,1675,"Osseo, WI"
45.6548,-92.4647,1103,"Frederic, WI"
43.6843,-88.5476,1070,"Oakfield, WI"
44.3366,-91.9222,715,"Alma, WI"
46.2013,-91.2933,207,"Cable, WI"
42.8196,-88.3487,1174,"Potter Lake, WI"
43.8937,-90.9935,1471,"Bangor, WI"
42.5864,-87.8762,124888,"Kenosha, WI"
44.6744,-88.8902,1199,"Marion, WI"
43.9167,-88.0266,6974,"Kiel, WI"
42.6248,-90.5914,1024,"Dickeyville, WI"
43.6562,-89.2069,239,"Dalton, WI"
44.6784,-91.1203,1514,"Augusta, WI"
45.0427,-92.0384,1096,"Boyceville, WI"
42.8094,-89.8606,798,"Blanchardville, WI"
44.4504,-90.8355,527,"Merrillan, WI"
45.5261,-92.5015,882,"Milltown, WI"
43.5541,-87.9548,1573,"Random Lake, WI"
42.7274,-87.8135,131467,"Racine, WI"
45.2368,-91.9805,443,"Prairie Farm, WI"
42.5266,-87.8895,20762,"Pleasant Prairie, WI"
43.1636,-89.9104,827,"Arena, WI"
45.3842,-91.0357,93,"Conrath, WI"
43.018,-89.8265,971,"Blue Mounds, WI"
43.0124,-87.971,4157,"West Milwaukee, WI"
45.5718,-92.4667,1063,"Luck, WI"
44.0867,-90.8384,168,"Cataract, WI"
45.925,-88.2525,562,"Florence, WI"
44.8697,-88.6002,1400,"Keshena, WI"
44.3318,-89.1671,967,"Chain O' Lakes, WI"
42.9186,-90.2742,534,"Linden, WI"
44.9976,-92.7559,3798,"North Hudson, WI"
42.5065,-88.3193,3010,"Genoa City, WI"
44.9508,-90.5989,476,"Withee, WI"
43.1906,-90.326,628,"Avoca, WI"
43.808,-88.6731,1036,"Rosendale, WI"
45.0528,-87.2826,202,"Egg Harbor, WI"
43.6928,-88.3642,900,"Eden, WI"
43.2493,-91.0464,127,"Lynxville, WI"
44.2139,-88.1496,759,"Forest Junction, WI"
45.7801,-87.9991,1553,"Niagara, WI"
45.991,-89.5332,179,"Sayner, WI"
46.3495,-91.8208,594,"Solon Springs, WI"
46.1126,-89.6452,126,"Boulder Junction, WI"
43.9375,-91.3073,2045,"Brice Prairie, WI"
45.3555,-90.7966,20,"Jump River, WI"
44.2253,-87.8021,322,"Kellnersville, WI"
44.6108,-88.4936,162,"Navarino, WI"
